,tweets
1090,Presiden Joko Widodo dan Ibu Iriana menorehkan pembuatan batik 74 meter dari 74 maestro batik Indonesia di acara “Batik Kemerdekaan“ di Stasiun MRT Bundaran HI. Acara ini dengan bangga diinisiasi oleh teman2 dari... https://t.co/1vNqvkbZ91
1091,"Mungkin ga sih kalo pas idle begini mesin mati tapi running text rute masih nyala? Jadi walaupun kendaraan umum lumayanlah makin mengurangi bahan bakar terpakai. Btw langitnya syahdu sekali dari sini, apalagi tadi pas di platform mrt. https://t.co/1nyLBNAvdQ"
1092,@_asyrafdanial jap ni mrt route baru ke
1093,Pagi2 pon tren rosak. Tunggu sampai 15 minit paling lama pon 30 minit. Mrt tu dikira upgrade la jugak tpi makin lama masalah tu jdi jugak https://t.co/O5WpdTLuSG
1094,RT @BreRedana: MRT yang luar biasa. Jelas ini kelanjutan modernisasi Eropa pada zamannya. Mudah2an ayat ayat agama mengurapinya. Bukan meng…
1095,MRT lewat monas ya ntar? https://t.co/TnUfSAZcNn
1096,@drhaltekehalte kalo mau minta kedainya diliput gmn caranya? kedai saya dekat dengan MRT haji nawi
1097,Sampai mrt baru sedar ha ha ha
1098,"@NrSbrinaRshid @husnazmn @zidanielzikrii zi, hus, nkita nak gerak macam mana? mrt? ktm? kereta? basikal? jalan kaki?"
1099,@adm_mrt joooon😂😂ya brd ya baziar
1100,"From @setkabgoid

Presiden Joko Widodo didampingi Ibu Negara Iriana Joko Widodo menghadiri acara Goresan Batik Kemerdekaan, di Beranda Peron A Stasiun Moda Raya Terpadu (MRT) Bundaran Hotel Indonesia, Jakarta, Kamis… https://t.co/CwxJPHBsro"
1101,Mrt mesti kosong gak haihhhh sendirian
1102,@TheUsopIbrahim Naik mrt to kajang Rm 10 one way pergi balik dah rm20 lepastu nak ke stesen tu kene naik grab pulak huhuhu
1103,Ambik daddy kat MRT pulak. https://t.co/9piZeC6kmK
1104,Akhirnya seseorang tweet hal ini. Aku ni selalu je report masalah ktm dkat twitter. Call pun ada. Tapi yelaahh.. Tgh naik taraf kaann.. Kalau bas mrt? Setakat sg buloh la pusingnya. Mana nak masuk rawang. Yg rawang terkinja2 la ambil SJ bas yg dah luput ditelan zaman. Puih https://t.co/MoJgMuqYYl
1105,"@NTMCLantasPolri pak/bu lapor dong, di daerah blok M dekat MRT barusan ada metro mini penuh ank2 muda tanggung smpe naik2 di atas, trs salah satunya turun, coret2 tembok saya ga ngeh itu gedung apa"
1106,Kuat bau ketiak dalam mrt ni
1107,hai min apakah boleh menggambil gambar di area stasiun stasiun MRT atau harus minta izin dulu terlebih dahulu (@mrtjakarta)
1108,"Lalu gue kudu pikirin lebih cepet naik motor atau MRT supaya kira-kira bisa sampai rumah di waktu yang gue tentukan agar masih bisa main sama acadut, dan nggak ngelewatin waktu ngelonin doi which is jam 7.30."
1109,@AskRapidKL  train mrt semerbak bau durian 😂
1110,"@trimurnip Ya gapapa, jadi monumen aja sekalian di stasiun mrt kak"
1111,"RT @GNFI: Meski Masih Lama, Surabaya akan Bangun MRT atau LRT | Good News from Indonesia https://t.co/8Jlnsny72E"
1112,RT @SINDOnews: Presiden Jokowi Hadiri Acara Batik Kemerdekaan di Stasiun MRT https://t.co/mVcMFOEOpG
1113,"Detik-detik Jokowi &amp; Iriana Membatik Gurdo Nusantara di MRT

Presiden Joko Widodo dan Ibu Negara Iriana Jokowi menggoreskan batik motif Gurdo atau Garuda Nusantara di area peron A stasiun MRT Bundaran HI Kamis, 1 Agustus 2019 https://t.co/HxsDJPvkyw"
1114,Presiden Jokowi Hadiri Acara Batik Kemerdekaan di Stasiun MRT https://t.co/mVcMFOEOpG
1115,"Dari bangun pagi, gue menghitung waktu bersiap2 dan main2 sebentar sama acadut supaya bisa paling ngga naik MRT yang jam 8.31, karena maksimal sampai kantor jam 9.05"
1116,"Jadi bagi teman MRT jangan pernah sungkan untuk bertanya untuk mendapat informasi, meminta bantuan dan melapor kepada petugas di kereta jika terdapat hal-hal yang mengganggu kenyamanan dan keamanan di kereta.
#MRTJakarta
#UbahJakarta
#JelajahiJakarta https://t.co/MDWK9xHelR"
1117,"Pada setiap perjalanan di dalam kereta MRT Jakarta, para masinis dibantu oleh para petugas keamanan untuk membantu para penumpang agar merasa aman dan nyaman di dalam kereta. https://t.co/3dPe6zKuSE"
1118,"@AskRapidKL ...ada penumpang bawa masuk durian dalam MRT. train no. 1224. 😷😷😷
Btw, I am durian lover, tapi kalau bau dlm train camni, pening betul."
1119,RT @Amal_Alghozali: Nyoh joget sing tertib. Merayakan acara Pak Prabowo Menghadap Presiden di Stasiun MRT. https://t.co/21UgncCinP
1120,@m_adibabdullah @TheUsopIbrahim ktm serdang parking bertingkat. and tiada mrt ye dkt situ. sekian
1121,mrt da lah sempit gile babi tu pon nak pda
1122,[VIDEO] Momen Jokowi dan Iriana Membatik Gurdo Nusantara di MRT https://t.co/mtNSexJtCj https://t.co/Nx76ffVFGC
1123,Nyobain MRT. #MRT https://t.co/bvLw5ZRbSd
1124,"Cast ‘Gundala’ Bikin Heboh di MRT Dukuh Atas, Langsung Diajak Selfie Banyak Orang

https://t.co/mt1yJwptHH"
1125,"Gw baca tweet lu jawabin data kok lu jawab normatif semua ya?
Pake data buat adu data
Gausah kmna2 juga. Keliatan banget lo cuma pgn salahin Anies sih.
PLTU itu kebijakan pusat. Terus lo blg buat apa punya Gubernur? Yg ada buat apa punya Presiden kalo kerjanya cm bolak balik MRT https://t.co/VOqBxsER8A"
1126,Mrt seats ni bukan krg dua punya je eh tlg
1127,"Taman Pertama towards Taman Mutiara MRT Sungai Buloh–Kajang line, Kuala Lumpur, Malaysia (05252) https://t.co/dFnrLF25xj https://t.co/fooeH0AuH8"
1128,"RT @komuterid: Permasalahan first dan last mile ini belum menemukan solusi yang lebih efektif. Ongkos kereta CommuterLine murah, MRT Jakart…"
1129,@trimurnip Blm pernah naik MRT
1130,"geeeeeeeeeng kalo mau naik MRT gimana si? langsung dateng ke st nya aja apa gimana?

hari ini mau ke daerah sudirman, ada yg daerah sana gaa? ketemu yok"
1131,"Aku lagi suka nungguin kereta MRT sambil dengerin lagu barunya Noah, yang judulnya Zigi Zaga."
1132,Naik Commuter dan MRT tuh membuat banyak referensi ootd ngantor loh wkwk
1133,"I'm at RapidKL Pasar Seni (SBK16) MRT Station - @myrapidkl in Kuala Lumpur, 吉隆坡 https://t.co/PYFmVYuUIf"
1134,Jokowi Membatik di Stasiun MRT Dalam Rangka HUT ke-74 RI https://t.co/4POZOkgRXC https://t.co/CjTkNYmgME
1135,"Rangkaian HUT ke-74 RI, Jokowi dan Iriana Ikut Membatik di Stasiun MRT

https://t.co/uZb8DWwSPk"
1136,RT @arifssasmita: @giewahyudi Tikungan kendal blora ini udah dibikin rapi dan bagus mendukung mrt dan transport umum busway juga. Tetep aja…
1137,"@tan_markonah Layanan public sdh bagus kok ..ada LRT,MRT,Transjkt, Commuter. End!"
1138,"Buat duduk di mrt skrg tuh kudu ati-ati banget, soalnya sarang hujatan para sjw https://t.co/1rHwrsoVm5"
1139,"RT @DoniRiw: KITA PUNYA APA?
.
© Doni Riw
.
Di permukaan, seolah kita punya segalanya. Punya unicorn, punya jalan tol, punya mrt, punya tam…"
1140,"Terima kasih Bapak @jokowi dan Ibu Iriana Joko Widodo, terima kasih...
•
#Repost from @jokowi (repost_media_app)
Goresan pertama cucuk canting pada kain batik sepanjang 74 meter di salah satu peron Stasiun MRT… https://t.co/KeuUq7D7Bw"
1141,"RT @Ronggolawe2P: Menyambut bulan kemerdekaan , Pesiden Jokowi dan Ibu Iriana turut meramaikan membatik kain sepanjang 74 meter di stasiun…"
1142,"mrt shhoor b'3yabk w enta fe bali ashtag shofk w b3dk ma tmnaita 
'3aibatk ya roo7 roo7i 34bat 7ali💙💙 — Allaaahhh allaah https://t.co/ZgpxtDBiMq"
1143,Siapa yg nanti daerah rumahnya kelewatan jalur MRT? https://t.co/i9MetX1fbn
1144,"Yuk naik MRT Jakarta dan jngn lupa simpan Single Trip Ticket &amp; juga struk pembelian tiketmu. Trn di stasiun Cipete Raya, mampir ke outlet Nasi Jeruk Tanggal Tua dan dapatkan Gratis Kopi Lima Detik untuk setiap pembelian menu NJTT. Periode promo hingga 24 Agustus 2019.⠀ https://t.co/FF5p9kcxY4"
1145,"Kalau sy ikut mrt dari hujung ke hujung ni, buli ni 😂"
1146,"RT @jokowi: Saya mengajak Pak Prabowo naik kereta MRT dari Stasiun Lebak Bulus sampai Senayan, pagi tadi. Ini pertemuan dua orang sahabat y…"
1147,"Begini aksi Presiden @Jokowi membatik di stasiun MRT.
https://t.co/ihqx6XA9Eq

#MRT https://t.co/FljMsssLnP"
1148,@cakimiNOW Sekedar memgingatkan cak. Sebaiknya mulai sekarang warga jakarta jangan pakai mobil pribadi. Pakailah mrt utk transportasi.
1149,@curiouser94 Wkkwkw jadi dmn niehhh??? Naik mrt turun depannya tp lumayan juga yak dr lu wkwkwk
1150,"Peringati Kemerdekaan, Jokowi Membatik Garuda di Stasiun MRT https://t.co/07ryOQ36Eg"
1151,"#PolusiJakarta  awalnya ganyadar sampe tadi, soalnya emg selalu dalam ruangan dan sekolah aku banyak banget pohon.  tapi tadi jalan ke MRT dan parah kerasa banget kotornya 😭😷😷😷"
1152,"@SoewarnoDiah sebenernya itu karena kebencian dgn junjungan lapak sebelah. 
jadi saat adegan MRT dan nasi goreng, banyak yg langsung mengira beliau tak konsisten. padahal tak ada deal2 politik apapun saat itu. 
kita tak tahu seberapa berat beban yg diemban beliau. 
#08SelaluSetiaBersamaUlama https://t.co/MXDWfLN5bu"
1153,"Presiden @jokowi dan Ibu Negara Iriana membatik dalam acara pameran batik di Stasiun MRT Jakarta jelang peringatan HUT RI ke-74.
https://t.co/bof3iOICyC"
1154,"Pagi ini di stasiun MRT Bundaran HI beda banget dari biasanya. Gak cuma ramai oleh pengguna MRT, tetapi ada banyak para pengrajin batik yang sedang membatik di stasiun MRT. Speechless sih biasanya orang membatik di pendopo-pendopo, eh ini kok bisa stasiun MRT? #BatikKemerdekaan https://t.co/784W9AU0s8"
1155,"Presiden Mbatik di Stasiun MRT 
#BatikKemerdekaan https://t.co/nBnhJptjmD"
1156,@qnafess Lagian kalo mrt emang udah ada?
1157,@apahloh @askmenfess Jalan jalan naik mrt. Aku guidenya.
1158,@qnafess emg ada mrt arah depok
1159,"Wih presiden kita cakep
https://t.co/cTvAz1xDq3"
1160,"@qnafess Mrt turun dimana, gak ada tujuan sampai ke depok."
1161,"RT @mrtjakarta: Masyarakat yang akan menggunakan 
layanan MRT Jakarta dapat memilih beberapa alternatif metode pembayaran sebagai berikut:…"
1162,"@qnafess krl lah, mrt turun dmn"
1163,[qna] jam segini mau kearah depok enakan naik mrt atau krl?
1164,@mahaedo mrt lah wahai kaum batavia
1165,bau bau mau hari jumat nih
1166,"Walau cuma nonton satu video @AttaHalilintar tentang MRT, selamat bergabung bro tajir di Twitter ❤❤❤"
1167,aku maunya di pinang
1168,jadinya aku gamau di tilang
1169,saking takutnya kalo di tilang tuh bisa sampe di penjara
1170,[qna] gais ktm krl bisa dipake buat mrt gaa?
1171,"MRT @ Kuala Lumpur, Malaysia https://t.co/C0AhUV1ZXr"
1172,Setujuuuuu ape ke bodo pg saman kereta kat mrt kwasa sentral tu xkacau org lain pon jalan luas terbentang ntah pape lah. https://t.co/e4Pehuwfk7
1173,"@dennysalaki Kami mohon maaf saat ini kartu Jenius belum bisa digunakan untuk metode pembayaran di E-toll, Transjakarta, MRT, dll. HNY"
1174,@toyoahmd cepat tanggal 25 :)
1175,"Jelang HUT RI ke-74, Jokowi dan Iriana Membatik Gurdo di Stasiun MRT https://t.co/bof3iOICyC"
1176,@im_ombe iya kredit motor
1177,Naek MRT oge euy....hehehe
1178,@iiicantik bulan madu aja bep
1179,"@adriansyahyasin Udah sempat cek yg stasiun MRT Lebak Bulus, om? Lumayan jauh jalannya dari parkiran, apalagi yg pake mobil. Good point nya sih jadi bikin mikir2 jg klo bawa kendaraan sendiri. Hehehe."
1180,@ayubsr icha bobo
1181,"你好!!! (@ MRT Wat Mangkon - @bem_mrt in Pom Prap Sattru Phai, Bangkok) https://t.co/gJXpJqSKZi"
1182,"Road to Playfest 2019 menghadirkan rangkaian event kejutan music and art

https://t.co/mLmQQ4fujH

#mediahavefun #saatnyahavefun #mhf #afz #music #art #road #roadtoplayfest2019 #mrt  #band https://t.co/9OmIAwbGZD"
1183,"@wartapoLitik Coba dicek aja tingkat Polusi kota Jakarta antara tahun 2012-2017, apakah kota Jakarta termasuk kota tertinggi tingkat polusinya di dunia..
Karena diperiode tsb, Infrastruktur : LRT, MRT, Lingkar Semanggi, Tol JORR berbarengan dikerjakan."
1184,@flooqey belom beli kan blon ada undangan wekekek maksutnya kalo dah di jeketi kan kemana mananya naik krl ato mrt ya gak se ato jalan kaki biar kaki sekuat batang singkong
1185,tarik duit teroooooossss
1186,@aywantyou #Augustwish smoga bisa masuk ruang guru
1187,"RT @thedufresne: Cara jangka pendek (3-4 bulan) mengatasi polusi Jkt:

1) Gratis naik TJ, MRT, &amp; LRT (termasuk gratis parkir mobil/motor di…"
1188,ketegangan Pemilu sebetulnya sudah mencair setelah adanya pertemuan antara Jokowi dengan Prabowo di MRT. disusul dengan pertemuan Prabowo dengan Megawati. #BarisanSakitHati  https://t.co/rZG6mm2G8R
1189,Kaya anak yg terbuang....mirip yg pas peresmian MRT dulu...😝 https://t.co/nGlF71a7fE
1190,@hubo_at_hubad CR ng mrt?
1191,Jokowi dan Iriana Jokowi Membatik di MRT Bunderan HI https://t.co/1UtgcugSMY
1192,"@DanielGurning22 @kulaboris @PT_TransJakarta Lagipula antara dukuh atas tosari dan lebak bulusnya bisa dipotong pakai MRT. Makanya S21 banyakin terminus lebak bulus harusnya, tapi ya gitu di radio dalam nya ga ada angkutan"
1193,"@VIVAcoid Bikin kebijakan sadis.. Mobil &amp; motor pribadi dilarang masuk jakarta. Kerja di jakarta harus KTP domisili jakarta. Pembangunan lrt/mrt di tol cikampek bubarin, bikin macet dan polusi. Mewek mewek tuh cebong..."
1194,Craving oden family mart pulak. Beli menu untuk berbuka la. Tapi leceh nak bawa dalam mrt japg.
1195,"#Augustwish semoga semua yang di rencanakan,segera terkabulkan."
1196,RT @mediaindonesia: #FotoMI Presiden @jokowi bersama Ibu Negara Iriana Joko Widodo mencanting batik motif Gurdo di kain sepanjang 74 meter…
1197,"@elisa_jkt Jangan2 nih @HaikhSmartikh masih tidur dan bermimpi yaa... MRT, LRT dan TJ itu hampir2 gratis... kok dibilang nggak ada reward..."
1198,@icha_mrt suka ngga ngacaaa
1199,"RT jokowi: Goresan pertama cucuk canting pada kain batik sepanjang 74 meter di peron Stasiun MRT Bundaran HI, siang ini, sebagai tanda dimulainya bulan kemerdekaan.

Kami menggambar pola garuda. Selanjutnya, 74 pembatik dari sentra-sentra produksi batik … https://t.co/NJ4WChZFrw"
1200,"@arabadrul @TheUsopIbrahim Sebelum MRT wujud, tiada parking bertingkat kan? Parking tu wujud sebab MRT. Same goes to Kajang."
1201,"RT Goresan pertama cucuk canting pada kain batik sepanjang 74 meter di peron Stasiun MRT Bundaran HI, siang ini, sebagai tanda dimulainya bulan kemerdekaan.

Kami menggambar pola garuda. Selanjutnya, 74 pembatik dari sentra-sentra produksi batik Indonesi… https://t.co/tJrg6YFvua"
1202,@FiersaBesari ih apasi nyuruh nyuruh
1203,"RT jokowi ""Goresan pertama cucuk canting pada kain batik sepanjang 74 meter di peron Stasiun MRT Bundaran HI, siang ini, sebagai tanda dimulainya bulan kemerdekaan.

Kami menggambar pola garuda. Selanjutnya, 74 pembatik dari sentra-sentra produksi ba… https://t.co/srN65mm8Kb"""
1204,"Presiden @jokowi Goresan pertama cucuk canting pada kain batik sepanjang 74 meter di peron Stasiun MRT Bundaran HI, siang ini,sebagai tanda dimulainya bulan kemerdekaan.

Kami menggambar pola garuda. Selanjutnya, 74 pembatik dari sentra produksi batik Indonesia yg meneruskannya. https://t.co/GuRr4xr2fR"
1205,@imstagram_ Bus mrt jeep keribels
1206,RT @drhaltekehalte: Kunjungan ke-2 ke Warung Sekartaji di Jl Panglima Polim V/60 (600 m dari Stasiun MRT Blok A) untuk coba nasi pecel pinc…
1207,@fuschia_onna @dokterparu Yg jauh naik MRT atau Transjak aja kak Nada 😁
1208,@aloha_itsnala @alohacIub Lokal kok bukan mrt
1209,Uji coba Mass Rapid Transit (MRT) yang dilaksanakan pada hari ini Selasa (12/3) mendapat respon positif sejumlah penumpang. Bahkan para penumpang mengaku kagum dengan fasilitas MRT yang disediakan. #2019JokowiKyaiMaruf https://t.co/K7XGmlAh6H
1210,"@PurwonoAgus2 @mochamadarip pemimpin sudah siapkan semua sarana pendukung, jika masyarakatnya benar2 peduli dan menginginkan udara bersih ya gunakan trasportasi umum tersebut. MRT murah, keretapi ada, bus way tesebar."
1211,"#RT @jokowi: Goresan pertama cucuk canting pada kain batik sepanjang 74 meter di peron Stasiun MRT Bundaran HI, siang ini, sebagai tanda dimulainya bulan kemerdekaan.

Kami menggambar pola garuda. Selanjutnya, 74 pembatik dari sentra-sentra produksi bati… https://t.co/fx38sGJMph"
1212,"Goresan pertama cucuk canting pada kain batik sepanjang 74 meter di peron Stasiun MRT Bundaran HI, siang ini, sebagai tanda dimulainya bulan kemerdekaan.

Kami menggambar pola garuda. Selanjutnya, 74 pembatik dari sentra-sentra produksi batik Indonesia yang meneruskannya. https://t.co/U8O0yM3U3U"
1213,"Sambut 74 Tahun Kemerdekaan RI, Jokowi Membatik di Stasiun MRT [News] #TauCepatTanpaBatas #BeritaTerkini #Berita #News #BeritaNasional.https://t.co/b6S7Ymns50"
1214,Aksi Jokowi Melukis Kain Batik di Stasiun MRT https://t.co/g4nM4OWjFg
1215,"RT @BreRedana: Pertama kali naik MRT. Luar biasa. Kalau masih jd wartawan saya akan menulis dg judul: ""Dari Fatmawati ke HI: Jakarta Rasa B…"
1216,Wah .. nanti kereta MRT nya perlu di motif batik ya pak @jokowi https://t.co/QYT3peDvxZ
1217,"Nanti dah ada family, I nak ada rumah and kereta yg selesa, untuk family I. Tapi gi kerja, I xdrive, I nak naik mrt je hehe. Kereta tu untuk jalan dekat, like dinner ke, pasar ke, but for hangout weekend jauh2 takapa"
1218,Presiden Mbatik di Stasiun MRT https://t.co/iP2pUjspFz
1219,@agilseto WAH GAMPANG GAREK NUMPAK MRT \0/
1220,"[Pemkot Surabaya Memastikan  MRT]
.
Pemkot Surabaya memastikan pembangunan transportasi publik Mass Rapid Transit (MRT) tetap akan dilakukan. Kepala Bappeko Surabaya, Eri Cahyadi, mengatakan kebutuhan akan… https://t.co/t1bMMTqTeE"
1221,mrt paling pagi jam berapa ya
1222,"Ya Allah lama-lama di ruang isolasi pake ginian aja udah gerah, sekarang dianjurin pake sehari-hari. Ntap!
Ayo naik MRT! https://t.co/OPAYhIt0gS"
1223,"Permasalahan first dan last mile ini belum menemukan solusi yang lebih efektif. Ongkos kereta CommuterLine murah, MRT Jakarta layak dengan fasilitas yang ada, tapi bagaimana sampai dari rumah ke stasiun? Dari stasiun ke kantor? Tidak jarang ojek online adalah jawabannya. https://t.co/5dTbWJXt4Y"
1224,@Hilmi28 Trus buat apa MRT dn LRT yg mnjd kbanggaan ibu kota?
1225,"Pelepasan
Ultah
Jengkol
Ngakak
Cebok
Tahu isi
Somay
Mata ngantuk
Komplit semua jd satu

#hurahuracyclist 
#hurahuradijalanyangbenar @ Stasiun Mrt Haji Nawi https://t.co/togGoEpCaP"
1226,"@Danny14147614 @TheUsopIbrahim Mcm mrt, mostly ada parking bertingkat, pelu jugak ambil kira budget untuk satu project. Traffic count untuk setiap station, perlu atau tidak. Saiz tapak parking dan sebaginya. Sorry panjang. Tapi betul saya setuju, Perlu penambah baikan."
1227,"Ya emang tiap Jumat, Bahana on MRT Stage buat kamu! teman bahana, seru-seruan lagi melepas penat sepulang kerja yuk! Bahana on MRT Stage kali ini bersama @TheRainBand. Jumat, 2 Agustus jam 5pm. Dateng dan ramein ya! #BahanaOnMRTStage #bahanafm https://t.co/JaLFGfWnYy"
1228,"Najib nak buat ECRL,HSR,

MRT bapa fasa dah di plan tu x kira  kl monorel pun ada dalam plan dia nak tambah

 lagi mudah org nak guna public transport tapi tu laaa hmmm https://t.co/WA6ZKze11V"
1229,@diyasprdn MRT Jakarta
1230,"Menyambut bulan kemerdekaan , Pesiden Jokowi dan Ibu Iriana turut meramaikan membatik kain sepanjang 74 meter di stasiun MRT Bundaran HI.
#presidenjokowi
#irianajokowi
#bulankemerdekaan https://t.co/qmgJQYSDYa"
1231,"@MarikaRahman_ @Matahatikoe_ @aniesbaswedan @jokowi Dia kan MRT buat foto2 doang, sehari2 ya pake rombongan pengawal. Terus kalo cuman naik MRT masalah bisa selesai?"
1232,@histaemin enak banget enak banget enak banget nanti pulang aku mo beli lagi di stasiun mrt fatmawati wkwk
1233,@AskRapidKL Faham. Tp mrt cohcrane tu ada space besar. Elok lah buat parking dari buat khemah bazar apa bagai. Parking mrt maluri tu cpt shj penuh. Sure ramai nak park situ.
1234,Eh mrt teh ada masinisnya gasih
1235,"@WibisonoanDikit @adriansyahyasin @andhikaprtm @PT_TransJakarta Rute2 feeder MRT emang masih baru jadi belum tersosialisasi and the 2nd one is feeder mrt itu gak pasti headway dan waktu tempuhnya jadi ya kebanyakan lanjut pake ojol. 

Preferensi pengguna MRT mayoritas pasti lebih menghargai waktu mereka"
1236,"Konsisten penggunaan  6 bulan lavera essence 
Ni la hasil nya jeng jeng!! 

Nk order?? 
Dm aje joeey

@joey2383 @ Taman Midah Mrt Station https://t.co/Izm13DoIh1"
1237,"Ini di mrt ada cowo pake merch blackpink yang jennie terus gua pake masker item korea, we nodded to eachother"
1238,"@tubirfess mending kalian rame2 naik busway, krl, mrt. ok ya goblog?"
