,0,1
1231,12300,"Menyambut bulan kemerdekaan , Pesiden Jokowi dan Ibu Iriana turut meramaikan membatik kain sepanjang 74 meter di stasiun MRT Bundaran HI.
#presidenjokowi
#irianajokowi
#bulankemerdekaan https://t.co/qmgJQYSDYa"
1232,12310,"@MarikaRahman_ @Matahatikoe_ @aniesbaswedan @jokowi Dia kan MRT buat foto2 doang, sehari2 ya pake rombongan pengawal. Terus kalo cuman naik MRT masalah bisa selesai?"
1233,12320,@histaemin enak banget enak banget enak banget nanti pulang aku mo beli lagi di stasiun mrt fatmawati wkwk
1234,12330,@AskRapidKL Faham. Tp mrt cohcrane tu ada space besar. Elok lah buat parking dari buat khemah bazar apa bagai. Parking mrt maluri tu cpt shj penuh. Sure ramai nak park situ.
1235,12340,Eh mrt teh ada masinisnya gasih
1236,12350,"@WibisonoanDikit @adriansyahyasin @andhikaprtm @PT_TransJakarta Rute2 feeder MRT emang masih baru jadi belum tersosialisasi and the 2nd one is feeder mrt itu gak pasti headway dan waktu tempuhnya jadi ya kebanyakan lanjut pake ojol. 

Preferensi pengguna MRT mayoritas pasti lebih menghargai waktu mereka"
1237,12360,"Konsisten penggunaan  6 bulan lavera essence 
Ni la hasil nya jeng jeng!! 

Nk order?? 
Dm aje joeey

@joey2383 @ Taman Midah Mrt Station https://t.co/Izm13DoIh1"
1238,12370,"Ini di mrt ada cowo pake merch blackpink yang jennie terus gua pake masker item korea, we nodded to eachother"
1239,12380,"@tubirfess mending kalian rame2 naik busway, krl, mrt. ok ya goblog?"
1240,12390,Mrt lebak bulus dinilai bersejarah pasca pilpres bagi Jokowi dan Prabowo untuk persatuan Indonesia https://t.co/DOX2VZ5Lcm
1241,12400,"#Sambut Bulan Kemerdekaan, Jokowi Ikut Membatik di Stasiun MRT - detikNews https://t.co/xcJSkbmTRr #Berita #Jokowi #Indonesia"
1242,12410,Jokowi dan Iriana Membatik Gurdo di Stasiun MRT Bundaran HI https://t.co/skDIDMFTX5
1243,12420,RT @reaputeri: eksplor jakarta pakai transportasi umum (Transjakarta - LRT - MRT) asiiiikk super hemat dan nyaman👌 https://t.co/puOxVem1YY
1244,12430,Jokowi dan Iriana Membatik Gurdo di Stasiun MRT Bundaran HI https://t.co/Zfgbs6i1XX
1245,12440,"RT @RimauXI: Kadang-kadang aku naik bas transit MRT. Aku perasan penumpang sekarang masa nak turun cakap ""terima kasih"" kepada driver.

Bai…"
1246,12450,@MyRapidKL Mcm mana nak galakkan orang menggunakan public transport. Sbb takde plan fikir orang dari city centre nak ke luar dari city centre. Tolong la convert space dkt mrt cohcrane tu. Jdkan parking rapidkl. Lg byk faedah.
1247,12460,"Presiden @jokowi didampingi Ibu Negara Iriana Joko Widodo menghadiri acara Goresan Batik Kemerdekaan, di Beranda Peron A Stasiun Moda Raya Terpadu (MRT) Bundaran Hotel Indonesia, Jakarta, Kamis (1/8) pagi. https://t.co/qHPcpAmdcA"
1248,12470,@MyRapidKL Kalau nak naik MRT pergi kerja aku rugi masa banyak gila. Sbb kena pusing jauh cari MRT yg ada parking kereta. Jauh. Baik aku drive terus ke TTDI. Lagi pantas dan tuntas. Cuma fikir orang luar yg nak ke city centre shj.
1249,12480,"#FotoMI Presiden @jokowi bersama Ibu Negara Iriana Joko Widodo mencanting batik motif Gurdo di kain sepanjang 74 meter saat menghadiri kegiatan Batik Kemerdekaan di Stasiun MRT Bundaran HI Jakarta, Kamis (1/8/2019). 
📷 MI/RAMDANI https://t.co/68ncnpmxe0"
1250,12490,"RT @adlinosss: *DOMPET HILANG*
Tempat terakhir : MRT Pasar Seni nak ke Kajang ( gerabak terakhir ) .
Masa hilang : 4 Lebih
Ciri - ciri domp…"
1251,12500,"Parking MRT @MyRapidKL byk dkt luar KL. Cuma fikir orang luar KL akan menuju city centre naik MRT waktu pagi. 

Org KL pun ada kerja luar KL. Nak naik MRT gak. Tp MRT city centre takde parking. MRT Cochrane byk space baik buat parking dari pasang kemah jadah tu."
1252,12510,"Model: Pocophone F1🔥🔥
6gb ram 64gb rom with liquid cooling condition 9/10 (Phone sahaja)
RM945
Warranty: Seminggu
Cod percuma: Bangi Gateway
Cod berbayar: RM29 stesen ktm/lrt/mrt
Pos J&amp;T: RM10 Semenanjung &amp; RM20 S/S https://t.co/2wzBdowR5n"
1253,12520,"@kendalkendill yuk,  ada ga mrt dr jkt ke jogja gt wkwk"
1254,12530,"1442 PUSAT BANDAR
oJalan Maharajalela: Sesak dari Jalan Loke Yew ke Dataran Merdeka.
oJalan Damansara: Bertali arus dari Bukit Petaling menuju ke MRT Semantan.
oJalan P Ramlee: Perlahan dari persimpangan Jalan Raja Chulan sehingga Menara UBN. 
#kltu
#rakitaKL"
1255,12540,"Detail handphone 
Model: Pocophone F1 6gb ram 64gb rom with liquid cooling condition 9/10 (Phone Sahaja)
Harga : RM900
Warranty: Seminggu by MyPhone Valley
Cod percuma: Bangi Gateway
Cod berbayar: RM29 stesen ktm/lrt/mrt
Pos J&amp;T: RM10 Semenanjung &amp; RM20 S/S https://t.co/wjV2ofDukN"
1256,12550,"@putrianandas Maenan MRT mendingan, aku keur itu eweuh gawe bolak-balik weh wlwpun eweuh faedahna :))"
1257,12560,"Coba naik tj, krl, mrt itu bayarnya bisa pake gopay atau ovo. Jadi tinggal scan doang gitu kan jadinya cashless dan cardless ga si ga ribet-ribet gituuu"
1258,12570,sumpah bau dia kuat gila padahal tak buka pun lagi. no wonder lah semua pekerja lush kalau masuk mrt bau wangi je 😂 lalu kedai pun dah bau wangi.
1259,12580,"kesel gak sok ai dipanggil atasan langsung gerceppp kek MRT, ai Allah yang manggil tiap adzan santuyy gera ditunda malahan teh."
1260,12590,Presiden dan ibu negara membatik di stasiun MRT bundaran HI https://t.co/OVnIet6pk7
1261,12600,"Ada yg mau pindah Ibukota Negara di Kota Metropolitan yg udah sekeren ini?? 😊
#DKIJakarta
#MajuKotanyaBahagiaWarganya @ MRT CP-104 Senayan Station https://t.co/dMKou2Kfke"
1262,12610,"I'm at MRT Wat Mangkon - @bem_mrt in Pom Prap Sattru Phai, Bangkok https://t.co/DJx8TWRVpy https://t.co/ucFwXRd5vq"
1263,12620,"@mrtjakarta Rencana perpanjangan jalur MRT sampai Tangsel jadiin ya min. Sampai Pamulang juga gpp, yang penting lewat Ciputat yang macetnya horor itu"
1264,12630,Jokowi dan Iriana Membatik Gurdo di Stasiun MRT Bundaran HI https://t.co/zeKANl2rTs
1265,12640,"Kasian cowok, selalu salah didepan cewek
Kasian orang jakarta, udah bikin MRT,LRT, ganjil genap tetep aja salah dan polusi naik
Kasian pak Anies, ada yang lebih buruk tp tetep aja yang disalahin dia

Kamu cowok,orang jakarta dan jd pak Anies? Wkwk kelar dah https://t.co/Z9vjzSMyjd"
1266,12650,"Wakil Wali Kota: Jakarta Punya MRT,  Surabaya Siapkan Subway | Economy https://t.co/klQu5F2MXm"
1267,12660,@NawanHer Saat ini Transjakarta menyediakan rute Stasiun MRT Blok A - Antasari. Terima kasih
1268,12670,"RT @SurYosodipuro_: KITA PUNYA APA?
.
© Doni Riw
.
Di permukaan, seolah kita punya segalanya. Punya unicorn, punya jalan tol, punya mrt, pu…"
1269,12680,"RT @Reiza_Patters: Jakarta sdh mulai sejak Bang Yos sampai skrg fokus ke transportasi publik yg massal. Mulai dari BRT, MRT dan angkot sbg…"
1270,12690,Just kutip me on mrt and campak kt mall tu. Nak naik grab tk berani malam2☹️
1271,12700,"Menyambut peringatan Hari Ulang Tahun (HUT) ke-74 bulan Kemerdekan Republik Indonesia, Presiden @jokowi  dan Ibu Iriana membatik dengan pola Garuda Nusantara di peron Stasiun MRT Bundaran HI. https://t.co/TVoXhB6i6G"
1272,12710,"@bankmandiri @mandiricare Tapi apakah bisa dipastikan kalau hari ini ada yg jual emoney edisi avengers di stasiun mrt dukuh atas? Karena kalau hari ini ada, saya akan beli di stasiun dukuh atas saja. Terima kasih infonya."
1273,12720,"@kompascom Kalo nanti jadi RI 1 pasti banyak nyalahin jokowi soalnya jokowi udah bikin toll ribuan kilometer, bikin bendungan, bikin jalan trans papua, LRT MRT, kereta cepat jakarta-bandung, bikin pelabuhan laut dan bandara, bikin kapal ikan asing lari, mcm2 pokoke"
1274,12730,"RT @BreRedana: Turun dari MRT, tiba2 saya lupa tujuan semula. Saya merelakan diri menikmati keheningan pagi dalam stasiun Senayan yang sepi…"
1275,12740,"RT @BreRedana: Untuk workshop menulis cerpen saya akan minta para peserta menulis cerpen dg judul ""Kencan Pertama di MRT Jakarta"". Yg belum…"
1276,12750,RT @BreRedana: Jadi pengin nulis kayak James Joyce: Potret Pensiunan Tua Sebagai Si Anak MRT Jakarta. https://t.co/yfNKy3RgFv
1277,12760,"@adiwena Oke, namun menjadikan artikel tersebut menjadi acuan itu kurang tepat, mengingat transportasi di Jakarta itu hanya MRT, Ada angkot (5000 - jak lingko) dan transjakarta (3500). 

Harga yang diberikan mrt itu sudah pas, apalagi daerah yang dilayani memang business center."
1278,12770,"@MarikaRahman_ @Matahatikoe_ @aniesbaswedan Lah, ya memang harus ada koordinasi dengan pemerintah pusat. Dalam hal ini, kementerian ESDM soal izin PLTU (Menko-nya LBP), kementerian perindustrian dalam hal regulasi industri otomotif, dsb.

Btw, mbaknya udah pernah coba pake Jaklingko?

Kalo cuman MRT doang mah ga cukup."
1279,12780,"RT @iqblrwn: Keseringan naik mrt, pas naik commuter “njer murah bet”.
Ayo dong kalian naik kendaraan umum biar polusi jakarta berkurang"
1280,12790,"@Dennysiregar7 Kok mirip ma yg di Jakarta yaa Bang... 
Pas jumpa fans di MRT Gabener gak ada yg peduli .... 
Beberapa kesempatan juga klo bareng Pak Dhe penampakannya sama ma Gubernur sumut niih ... 
11 12 coy.... 
Sumut ma DKI... 
Huahahaha...."
1281,12800,"30 menit, 200 meter dari stasiun MRT Jakarta."
1282,12810,"RT @Matahatikoe_: Sy tanya kpd yg ngoceh ttg buruknya kualitas udara Jakarta, apa yg sdh anda lakukan sbg pribadi utk ikut mengurangi beban…"
1283,12820,@t987_ Untuk rute tersebut tidak berhenti di MRT Lebak Bulus. Terima kasih
1284,12830,Mumpung di Jakarta pengen nyobain MRT. Tapi sendirian gini nanti kalo nyasar aku masuk tv terus jadi terkenal kan repot.
1285,12840,@zwirasakti Iyak biar ngerasain lah semua punya MRT 😅
1286,12850,"RT @ZAfqh: Detail Redmi Airdots
Model: Redmi Airdot
Harga : RM90
Warranty: Seminggu
Cod percuma: Bangi Gateway
Cod berbayar: RM29 stesen kt…"
1287,12860,"@Dahnilanzar Moso sih pertemuan MRT itu tdk menawarkan ""posisi tawar""..
Islam itu adil.."
1288,12870,"MRT bersejarah diawali pertemuan 2 tokoh negarawan @jokowi dan @prabowo dilanjtkn Presiden &amp; Ibu negara dengan tetap perhatikan karya seni asli Indonesia.
#jokowitetapjokowi 

https://t.co/ooAlDgc8GC"
1289,12880,"@saskkiiaa12 hayuk free kapan? naik mrt turun di stasiun mrt cipete tinggal jalan kaki, agak tersembunyi gitu tempatnya ea wkwk"
1290,12890,"@Dahnilanzar Bisa Bang
Tapi harusnya jg korban2 petugas tps yang lbh dr 600 itu jg diusut kemudian juga  korban 20-21Mei 
Jangan cuma minta rakyat bersikap ""manis""
Kejadian MRT bagimanapun ada torehan luka disana..
Kami hanya waspada dan tetap berprasangka baik"
1291,12900,"RT @polban2010: yo WhatsUp ma fren
PT MRT Jakarta is hiring https://t.co/6O2AFapTBv"
1292,12910,"Sekarang sih mungkin udah lebih banyak ya yang naik kendaraan umum. Transjakarta, KRL, MRT, sampai 0joL pun udah nyaman&amp;bagus 👏🏼👏🏼👏🏼

Pengembangan dan peningkatan kualitas maupun kuantitas itu ya harus tetap berlanjut, biar semakin banyak yg naik kendaraan umum juga."
1293,12920,"Menjelang HUT RI Ke-74, Jokowi dan Istri Membatik di Stasiun MRT
https://t.co/LX7bEu4b3U"
1294,12930,"Menjelang HUT RI Ke-74, Jokowi dan Istri Membatik di Stasiun MRT
https://t.co/fXi24sX9k1"
1295,12940,"Menjelang HUT RI Ke-74, Jokowi dan Istri Membatik di Stasiun MRT
https://t.co/eqr7z33AdO"
1296,12950,"MRT dan KANTOR parpol itu hanya tampilan,kenyataannya kepentingan yg lebih diutamakan."
1297,12960,"KITA PUNYA APA?
.
© Doni Riw
.
Di permukaan, seolah kita punya segalanya. Punya unicorn, punya jalan tol, punya mrt, punya tambang emas terbesar, punya pasar 200 juta manusia, dan lain sebagainya.

@doniriw
https://t.co/QcNqDhr37z
.
#kitapunyaapa? #doniriw"
1298,12970,"@yrbadgurl Hahahahahaha bongoklaa denni. Takda transport laa gila. Kalau kulim ni ada lrt, mrt bagai dahlama aku pi tetiap hari aku piiii"
1299,12980,"@fahmieoracle Bukan saya mas, up to 40 percent itu gambaran masy. Jakarta, data bank dunia juga kalau ndak salah mendekati 30 persen  https://t.co/haDjDeGNkR"
1300,12990,"KITA PUNYA APA? © Doni Riw . Di permukaan, seolah kita punya segalanya. Punya unicorn, punya jalan tol, punya mrt, punya tambang emas terbesar, punya pasar 200 juta manusia, dan lain sebagainya. Memang unicorn itu dibangun oleh orang Indonesia.... https://t.co/qNB4wTtazP"
1301,13000,"RT @R_AmelJKT48: Karna tiket solo konser sudah terjual 500, jadi tdi @_JKT48TeamJ naik MRT pake seifuku hahaha🙈ini pertama kalinya aku coba…"
1302,13010,"@motulz @mrtjakarta Iya o. .... Halusssss pisan.... 😊

Semoga next kereta jarak jauh bisa sehalus mrt."
1303,13020,"Sok ngide banget mau coba MRT sendirian.
Nyasab kan"
1304,13030,"RT @SonoraFM92: 09.42 #LiputanSONORA - Presiden Joko Widodo dan Ibu Negara Iriana Joko Widodo membatik dgn Canting, dalam rangka ""Batik Kem…"
1305,13040,"Jelang HUT RI, Presiden Jokowi Membatik di Stasiun MRT https://t.co/3VJeqHWQ42"
1306,13050,masalah transportasi umum di jakarta yang utama itu reliability waktu. kaga ada yg ontime bgst kecuali mrt
1307,13060,kenapa nak benci dengan ada anjing dekat kawasan parking lrt dgn mrt? Anjing tu kacau ke
1308,13070,"RT @_adityaiskandar: Giliran soal sampah nyalahin Gubernur sebelumnya...

Giliran MRT &amp; LRT serta semakin bagusnya transportasi umum Jakart…"
1309,13080,"Giliran soal sampah nyalahin Gubernur sebelumnya...

Giliran MRT &amp; LRT serta semakin bagusnya transportasi umum Jakarta dia ikut ngakuin sbg kerjanya...

Bisa aje belatung nangka!"
1310,13090,Mau koi!!! Tapi jauh bet dah paling deket di kemvill sm stasiun mrt fatmawati
1311,13100,"@rumahpohon23 @cakimiNOW @SydSalesman Ga ada yang bela... 
Coba tanya aja langsung.. Pak @aniesbaswedan, masih tetap naik MRT ke kantor ngga Pak?"
1312,13110,"aina: kau kat mana ni?
me: dalam mrt lah ni lagi 3 station 
aina: KAU BOLEH CEPAT SIKIT TAK!! SUNYI JENG KAU DATANG LAMBAT!!!
aida: kata awak tak datangggg..
me: ......... sabar setan"
1313,13120,@mohamadagile MRT dulu bray. https://t.co/cuE9wGDFUg
1314,13130,@dukyungsu Program end violence bukan? Minggu lalu gue juga depan stasiun mrt benhil ada gitu cuman gue lagi buru2 tuh.
1315,13140,"@mbakyonce mrene mbak, tak jak numpak MRT 🤗🚄"
1316,13150,"Sebagai bagian dari rangkaian acara peringatan 17 Agustus, pada hari ini, Kamis (1/8), Presiden Joko Widodo dan Ibu Negara Iriana Jokowi membatik bersama di stasiun MRT Bundaran Hotel Indonesia. Keduanya membatik dengan menggunakan canting pada kain sepanjang 74 meter. https://t.co/tiuDr1qYHj"
1317,13160,@royalbugidan Bisa ke blok m plaza naik mrt. Nyambung sama stasiun mrt-nya
1318,13170,Presiden dan Ibu Negara Hadiri Acara Batik Kemerdekaan di Stasiun MRT Bundaran HI https://t.co/lWd9hnsBPn
1319,13180,"Sambut Bulan Kemerdekaan, Jokowi Membatik di Stasiun MRT https://t.co/C4U5C3o3Yf"
1320,13190,"RT @Ncep_Manysah: @MarikaRahman_ @affandiasry @THaripriambodo Baca lagi bu'e 75% nya itu kendaraan,
Dalam hal ini pemprov sudah banyak mela…"
1321,13200,"RT @IrvanKarta: Semuanya Kak. Semuanya.

Mereka harusnya naik MRT saja.. https://t.co/JHATmWslkP"
1322,13210,"TRANSPORTASI DI BANGKOK 🇹🇭🚖

1. BTS (Bangkok Sky Train) 

Ini semacem mrt tapi dia diatas gt posisinya solusi terbaik sih soalnya bangkok super macet yg kdg lbh parah dri jkt. Kalo murah sih ga terlalu murah jg cm lebih cepet parahh hemat waktu ! 

Pic : personal ig story https://t.co/Vt5BRvewUh"
1323,13220,@JeromePolin fix jauh but rapopo ada mrt. fasilitas publik harus dimanfaatkan bukan?
1324,13230,"@FANBASESYG Aku belum pernah naik MRT :"" Ayo jalan jalan~ tapi mon maap, saya jalannya rada cepet karena kaki nya kepanjangan..."
1325,13240,"@FANBASESYG yu ka, sama m20 mau gaa naik mrt?"
1326,13250,FOTO: Kompaknya Jokowi dan Iriana Saat Membatik di Stasiun MRT https://t.co/zMwgfK80tB https://t.co/wTWMi1yHlx
1327,13260,RT @mrtjakarta: Teman MRT agar tetap aman dan selamat saat terjadi keadaan darurat di stasiun dan kereta dimohon untuk ikuti langkah-langka…
1328,13270,@Amiruddin_Yazid Tak sure la hahaha tak jauh mana pun naik mrt . Aku nak pi mytown ni hehe bye
1329,13280,"@PT_TransJakarta halo saya mau tanya untuk royal trans bintaro - mrt fatmawati, itu tidak berhenti di mrt lebak bulus ya? Terima kasih"
1330,13290,Short nap (@ RapidKL Pavilion Damansara Heights-Pusat Bandar Damansara (SBK13) MRT Station - @myrapidkl in Kuala Lumpur) https://t.co/2PtxOtaAn1
1331,13300,"RT @VIVAcoid: Rayakan HUT ke-74 RI, Jokowi Membatik di Stasiun MRT Bundaran HI https://t.co/C5xNsK8XBn"
1332,13310,"@mrtjakarta dibawah tanah menuju salah satu stasiun MRT antara Senayan, Bendungan Hilir, Setiabudi, dukuh atas hingga stasiun Bundara  HI.. hehe"
1333,13320,"kasian aja gitu sama orang orang kaya gini, ayo coba rasain naik kereta &amp; busway &amp; mrt. biar ga cuma ngedumel udara kotor udara kotor tapi masih naik kendaraan pribadi"
1334,13330,"@GrabID plis help... tadi aku order dr MRT bundaran hi ke kantor terus drivernya ga sampai2. Aku belum dijemput saldo ovo aku berkurang, trus dia mengakhiri perjalanan 😭😭😭 bisa ga saldo ovo aku kembali. Plisssss help banget huhuhu. Bales asap yaaaaaaaaaa"
1335,13340,"RT @okezonenews: Sambut 74 Tahun Kemerdekaan RI, Jokowi Membatik di Stasiun MRT #TauCepatTanpaBatas #BeritaTerkini #Berita #News #BeritaNas…"
1336,13350,@IrvanKarta Gimana caranya mobil naik MRT pak?
1337,13360,"Presiden @jokowi didampingi Ibu Negara Iriana Joko Widodo mengawali goresan untuk membuat batik sepanjang 74 meter dalam rangka menyambut Hari Kemerdekaan Republik Indonesia ke-74, di Beranda Peron A Stasiun Moda Raya Terpadu (MRT) Bundaran Hotel Indonesia, Jakarta, Kamis (1/8). https://t.co/86Y4GhtR7x"
1338,13370,"Presiden @jokowi didampingi Ibu Negara Iriana Jokowi Widodo mengawali goresan untuk membuat batik sepanjang 74 meter dalam rangka menyambut Hari Kemerdekaan Republik Indonesia ke-74, di Beranda Peron A Stasiun MRT Bundaran Hotel Indonesia, Jakarta, Kamis (1/8). via @setkabgoid https://t.co/7pDLOGLXw4"
1339,13380,"@MarikaRahman_ @affandiasry @THaripriambodo Baca lagi bu'e 75% nya itu kendaraan,
Dalam hal ini pemprov sudah banyak melakukan aksi, terutama dalam pengalihan transportasi pribadi ke massal, example jaklingko, mrt, tj etc
Termasuk pembukaan area terbuka hijau,
Malu sama gelar bu'e 😭😭
https://t.co/3vOG72BoZh"
1340,13390,"#BREAKING : Sambut Bulan Kemerdekaan, Jokowi Ikut Membatik di Stasiun MRT #pemilihan #pemilihanID #lelemuku https://t.co/emmJCJLcSx"
1341,13400,"kelemahan sistem pengangkutan awam Lembag Klang ni sebenarnya pada sistem ""feeder bus"" yang tak efisyen &amp; konsisten kat sesetengah tempat

laluan bas MRT yang baru aku perhati elok sikit banding bas @MyRapidKL yang lama https://t.co/WB7QYlZN4i"
1342,13410,"@umbaraSM 3. Orang indonesia masih belum bisa disiplin, kayak kondektur bus, operator bus, dsb masih belum menghargai waktu (kecuali MRT bagi gua dah baik wkwk)
4. Mental pengguna masih cere, ie. jepang yg sama desek, mrk udh punya sense pada kota dan transportasinya, makanya bisa survive"
1343,13420,"Sambut 74 Tahun Kemerdekaan RI, Jokowi Membatik di Stasiun MRT #TauCepatTanpaBatas #BeritaTerkini #Berita #News #BeritaNasional.https://t.co/9BlF5aiUM5"
1344,13430,RT @MalangTramway: @ArizkyArifFauzi @LalinNews @hr15de_black @infomalang @PuspitaFM @cityguide911fm Memang benar tol bisa perpendek waktu t…
1345,13440,Presiden Jokowi Membatik Motif Garuda Nusantara di Stasiun MRT https://t.co/hXPzZglS8A via @vibizmediacom https://t.co/VY5qcPqhZC
1346,13450,"RT @idolfess: -idol

Lucu banget, mas ini malu rambutnya dibenerin sama staffnya sendiri..
Staffnya satu tattoan, satu bodyguard badannya l…"
1347,13460,"Warga Tangsel atau Jakarta Selatan coret dan mau naik MRT ke pusat Jakarta, dari mula operasi MRT tersedia beberapa kantong park and ride loh!

Salah satunya di Fatmawati. Buka sampai jam 22.30, tarifnya flat Rp5000! Tapi kondisi seadanya dan akses ke stasiunnya perlu di benahi https://t.co/0YH9CuhPi1"
1348,13470,"@ArizkyArifFauzi @LalinNews @hr15de_black @infomalang @PuspitaFM @cityguide911fm Memang benar tol bisa perpendek waktu tempuh jika dibangun untuk memperpendek rute antar kota. Tapi solusi tepat untuk atasi kemacetan adalah perbaikan sistem transportasi massal. Bukan tol. Buktinya apa? Tol di Jakarta tidak pecahkan masalah kemacetan sehingga perlu LRT, MRT dll"
